Site,Year,Part Number,Customer_Count,Internal_Customer_Count,External_Customer_Count
G580,2019,ABBBL01GT10,1,1,0
G580,2019,ABBFH00GT35,1,0,1
G580,2019,ABBFT00GT35,1,0,1
G580,2019,ABBHS01GT10,1,1,0
G580,2019,ABBHS02GT10,1,1,0
G580,2019,ABBHS03GT10,1,1,0
G580,2019,ABBNZ01GT10,1,1,0
G580,2019,ABBNZ02GT10,1,1,0
G580,2019,ADDITIONAL,16,7,9
G580,2019,APMBH007EAAGR,1,1,0
G580,2019,APMBH00FR6AGR,1,1,0
G580,2019,APMBL017EAAG,1,1,0
G580,2019,APMBL017EAAGR,1,1,0
G580,2019,APMBL01FR6AG,2,2,0
G580,2019,APMBL01FR6AGR,2,1,1
G580,2019,APMBL01FR9AGR,2,1,1
G580,2019,APMBL01FR9EAG,1,1,0
G580,2019,APMBL02FR6AG,1,1,0
G580,2019,APMBL02FR6AGR,1,0,1
G580,2019,APMBL02FR9AGR,1,1,0
G580,2019,APMBL03FR6AG,2,2,0
G580,2019,APMBL03FR6AGR,2,1,1
G580,2019,APMBL03FR9AGR,1,1,0
G580,2019,APMCL00FR5AG,1,1,0
G580,2019,APMCL00FR6AGR,1,0,1
G580,2019,APMCT00FR5AG,1,1,0
G580,2019,APMCT00FR6AGR,1,1,0
G580,2019,APMFN00FR5AG,1,1,0
G580,2019,APMFS00FR6AGR,1,1,0
G580,2019,APMNZ017EAAGR,1,1,0
G580,2019,APMNZ01FR6AG,2,2,0
G580,2019,APMNZ01FR6AGR,2,1,1
G580,2019,APMNZ027EAAG,2,2,0
G580,2019,APMNZ02FR6AG,1,1,0
G580,2019,APMNZ02FR6AGR,1,0,1
G580,2019,APMNZ03FR6AG,2,2,0
G580,2019,APMNZ03FR6AGR,1,0,1
G580,2019,APMSB017EAAGR,1,1,0
G580,2019,APMSB01FR6AGR,2,1,1
G580,2019,APMSB01FR9AGR,1,1,0
G580,2019,APMSB027EAAGR,1,1,0
G580,2019,APMSB02FR6AG,1,1,0
G580,2019,APMSB02FR6AGR,1,0,1
G580,2019,APMSB037EAAGR,1,1,0
G580,2019,APMTP007EAAGR,1,1,0
G580,2019,APMTP00FR6AGR,1,0,1
G580,2019,FREIGHT CHARGE,19,6,13
G580,2019,GEBH00M61B,5,3,2
G580,2019,GEBH00M7EA,1,1,0
G580,2019,GEBH00M91E,1,0,1
G580,2019,GEBL01M61B,6,5,1
G580,2019,GEBL01M7EA,1,1,0
G580,2019,GEBL01M7FAE,1,1,0
G580,2019,GEBL01M91E,5,3,2
G580,2019,GEBL02M61B,4,2,2
G580,2019,GEBL02M7EA,1,1,0
G580,2019,GEBL02M7FAE,1,1,0
G580,2019,GEBL02M91E,3,1,2
G580,2019,GEBL03M61B,3,3,0
G580,2019,GEBL03M7EA,1,1,0
G580,2019,GEBL03M91E,2,1,1
G580,2019,GECL00M51P,1,0,1
G580,2019,GECL00M61B,3,2,1
G580,2019,GECL00M6FA,1,1,0
G580,2019,GECL00M7EA,1,1,0
G580,2019,GECL00M91E,1,0,1
G580,2019,GECL01M51P,1,1,0
G580,2019,GECL01M61B,4,2,2
G580,2019,GECL01M7FAE,1,1,0
G580,2019,GECL02M7EA,1,1,0
G580,2019,GECLDLM91E,1,0,1
G580,2019,GECR00M51P,1,0,1
G580,2019,GECR00M61B,2,1,1
G580,2019,GECR00M7EA,1,1,0
G580,2019,GECR00M91E,1,0,1
G580,2019,GECT00M51P,1,0,1
G580,2019,GECT00M61B,4,2,2
G580,2019,GECT00M7EA,1,1,0
G580,2019,GECT00M91E,1,0,1
G580,2019,GEFN00M501,1,1,0
G580,2019,GEFN00M501P,1,0,1
G580,2019,GEFN00M61B,5,1,4
G580,2019,GEFN00M91E,1,0,1
G580,2019,GEFS00M61B,2,1,1
G580,2019,GEFS00M7EA,2,2,0
G580,2019,GEFS00M7FAE,1,1,0
G580,2019,GEFS01M7EA,1,1,0
G580,2019,GEIB00M61B,1,1,0
G580,2019,GELC00M6FA,1,1,0
G580,2019,GENA01M61B,5,3,2
G580,2019,GENA01M91E,1,0,1
G580,2019,GENZ01M501,1,0,1
G580,2019,GENZ01M7EA,1,1,0
G580,2019,GENZ02M61B,4,3,1
G580,2019,GENZ02M7EA,1,1,0
G580,2019,GENZ02M91E,4,2,2
G580,2019,GENZ03M61B,4,4,0
G580,2019,GENZ03M7EA,1,1,0
G580,2019,GENZ03M91E,2,1,1
G580,2019,GESB01M61B,5,4,1
G580,2019,GESB01M7EA,2,2,0
G580,2019,GESB01M91E,3,1,2
G580,2019,GESB02M61B,5,3,2
G580,2019,GESB02M7EA,2,2,0
G580,2019,GESB02M91E,3,1,2
G580,2019,GESB03M61B,4,2,2
G580,2019,GESB03M7EA,2,2,0
G580,2019,GESB03M91E,2,0,2
G580,2019,GETP00M501,2,2,0
G580,2019,GETP00M51P,1,0,1
G580,2019,GETP00M61B,7,4,3
G580,2019,GETP00M7EA,2,2,0
G580,2019,GETP00M91E,4,1,3
G580,2019,MWBL01MW7D,1,0,1
G580,2019,MWBL02MW7D,1,0,1
G580,2019,MWBL03MW7D,1,0,1
G580,2019,MWBL04MW7D,1,0,1
G580,2019,MWCL00MW7D,1,0,1
G580,2019,MWCT00MW7D,1,0,1
G580,2019,MWCY00MW7D,1,0,1
G580,2019,MWNZ01MW7D,1,0,1
G580,2019,MWNZ02MW7D,1,0,1
G580,2019,MWNZ03MW7D,1,0,1
G580,2019,MWNZ04MW7D,1,0,1
G580,2019,MWTP00MW7D,1,0,1
G580,2019,PSMBH00M7EA,2,2,0
G580,2019,PSMCL01M7EA,2,2,0
G580,2019,PSMCR00M7EA,1,1,0
G580,2019,PSMCT00M7EA,2,2,0
G580,2019,PSMFS01M7EA,1,1,0
G580,2019,PSMTP00M7EA,2,2,0
G580,2019,WSTBL01W251B8,1,1,0
G580,2019,WSTBL01W5D24,1,1,0
G580,2019,WSTBL02W251B8,1,1,0
G580,2019,WSTBL02W5D24,1,1,0
G580,2019,WSTBL03W251B8,1,1,0
G580,2019,WSTBL03W5D24,1,1,0
G580,2019,WSTBL04W5D24,1,1,0
G580,2019,WSTCB00W251B8,1,1,0
G580,2019,WSTCB00W5D24,1,1,0
G580,2019,WSTCM00W5D24,1,1,0
G580,2019,WSTNZ01W5D24,1,1,0
G580,2019,WSTNZ02W5D24,2,2,0
G580,2019,WSTNZ03W5D24,1,1,0
G580,2019,WSTNZ04W5D24,1,1,0
G580,2019,WSTTP00W251B8,1,1,0
G580,2019,WSTTP00W5D24,1,1,0
G580,2020,ABBBL01A3E2,1,1,0
G580,2020,ABBBL01GT10,1,1,0
G580,2020,ABBBL02A3E2,1,1,0
G580,2020,ABBBL03A3E2,1,1,0
G580,2020,ABBCC00GT10,1,1,0
G580,2020,ABBCS06GT10,1,1,0
G580,2020,ABBCS07GT10,1,1,0
G580,2020,ABBCS08GT10,1,1,0
G580,2020,ABBCS09GT10,1,1,0
G580,2020,ABBCS10GT10,1,1,0
G580,2020,ABBHS01GT10,1,1,0
G580,2020,ABBHS02GT10,1,1,0
G580,2020,ABBHS03GT10,1,1,0
G580,2020,ABBNZ01A3E2,1,1,0
G580,2020,ABBNZ01GT10,1,1,0
G580,2020,ABBNZ02A3E2,1,1,0
G580,2020,ABBNZ02GT10,1,1,0
G580,2020,ABBNZ03A3E2,1,1,0
G580,2020,ABBNZ04A3E2,1,1,0
G580,2020,ABBRH01A3E2,1,1,0
G580,2020,ABBRS01A3E2,1,1,0
G580,2020,ABBRS02A3E2,1,1,0
G580,2020,ABBRS03A3E2,1,1,0
G580,2020,ADDITIONAL,9,4,5
G580,2020,APMBH007EAAGR,1,1,0
G580,2020,APMBH00FR6AGR,1,1,0
G580,2020,APMBL017EAAG,1,1,0
G580,2020,APMBL017EAAGR,1,1,0
G580,2020,APMBL01FR6AG,1,1,0
G580,2020,APMBL01FR6AGR,2,1,1
G580,2020,APMBL01FR9AGR,4,1,3
G580,2020,APMBL01FR9EAG,1,1,0
G580,2020,APMBL027EAAGR,1,1,0
G580,2020,APMBL02FR6AG,1,1,0
G580,2020,APMBL02FR6AGR,1,0,1
G580,2020,APMBL02FR9AGR,1,0,1
G580,2020,APMBL03FR6AGR,1,0,1
G580,2020,APMCL007EAAGR,1,1,0
G580,2020,APMNZ017EAAGR,1,1,0
G580,2020,APMNZ01FR6AG,1,1,0
G580,2020,APMNZ01FR6AGR,3,1,2
G580,2020,APMNZ027EAAG,1,1,0
G580,2020,APMNZ027EAAGR,1,1,0
G580,2020,APMNZ02FR6AGR,1,0,1
G580,2020,APMNZ037EAAGR,1,1,0
G580,2020,APMNZ03FR6AGR,1,0,1
G580,2020,APMNZ03FR9AGR,1,1,0
G580,2020,APMNZ03FR9EAG,1,1,0
G580,2020,APMSB01FR6AGR,1,0,1
G580,2020,APMSB027EAAGR,1,1,0
G580,2020,APMSB02FR6AGR,1,0,1
G580,2020,APMSB037EAAGR,1,1,0
G580,2020,APMSB03FR6AGR,1,0,1
G580,2020,APMTP00FR6AGR,4,2,2
G580,2020,FREIGHT CHARGE,22,9,13
G580,2020,GEBH00M61B,8,4,4
G580,2020,GEBH00M7EA,1,1,0
G580,2020,GEBH00M91B,1,1,0
G580,2020,GEBH00MS7FA,1,1,0
G580,2020,GEBL01M502D,1,1,0
G580,2020,GEBL01M51P,2,1,1
G580,2020,GEBL01M61B,6,2,4
G580,2020,GEBL01M7EA,2,2,0
G580,2020,GEBL01M7FAE,2,1,1
G580,2020,GEBL01M91B,1,1,0
G580,2020,GEBL01M91E,5,3,2
G580,2020,GEBL01MS7FA,1,1,0
G580,2020,GEBL02M51P,2,2,0
G580,2020,GEBL02M61B,6,2,4
G580,2020,GEBL02M7EA,1,1,0
G580,2020,GEBL02M7FAE,1,1,0
G580,2020,GEBL02M91E,2,1,1
G580,2020,GEBL02MS7FA,1,1,0
G580,2020,GEBL03M61B,3,1,2
G580,2020,GEBL03M7EA,2,2,0
G580,2020,GEBL03M7FAE,1,1,0
G580,2020,GEBL03M91E,3,0,3
G580,2020,GEBL03MS7FA,1,1,0
G580,2020,GECL00M302,1,1,0
G580,2020,GECL00M51P,3,2,1
G580,2020,GECL00M61B,5,2,3
G580,2020,GECL00M7EA,1,1,0
G580,2020,GECL00M91B,1,1,0
G580,2020,GECL00M91E,2,1,1
G580,2020,GECL00MS7FA,1,1,0
G580,2020,GECL01M502D,1,1,0
G580,2020,GECL01M61B,9,4,5
G580,2020,GECL01M7FAE,2,1,1
G580,2020,GECL02M7EA,1,1,0
G580,2020,GECLDLM91E,1,1,0
G580,2020,GECR00M51P,1,0,1
G580,2020,GECR00M61B,5,2,3
G580,2020,GECR00M7EA,1,1,0
G580,2020,GECR00M91B,1,1,0
G580,2020,GECS01M7EA,1,1,0
G580,2020,GECS02M7EA,1,1,0
G580,2020,GECS17M7EA,1,1,0
G580,2020,GECT00M502D,1,1,0
G580,2020,GECT00M51P,2,1,1
G580,2020,GECT00M61B,7,3,4
G580,2020,GECT00M7EA,1,1,0
G580,2020,GECT00M91B,1,1,0
G580,2020,GEFN00M501P,2,1,1
G580,2020,GEFN00M61B,6,0,6
G580,2020,GEFN00M91B,1,1,0
G580,2020,GEFS00M61B,3,2,1
G580,2020,GEFS00M7EA,1,1,0
G580,2020,GEFS00M91E,1,1,0
G580,2020,GEFS00MS7FA,1,1,0
G580,2020,GEFS01M7EA,1,1,0
G580,2020,GELC00MS7FA,1,1,0
G580,2020,GELC01M7FAE,2,1,1
G580,2020,GENA01M51P,2,1,1
G580,2020,GENA01M61B,8,2,6
G580,2020,GENA01M91E,1,1,0
G580,2020,GENA02M51P,2,1,1
G580,2020,GENZ01M501,1,1,0
G580,2020,GENZ01M502D,1,1,0
G580,2020,GENZ01M7EA,2,2,0
G580,2020,GENZ01M7FAE,2,1,1
G580,2020,GENZ01M91B,1,1,0
G580,2020,GENZ01MS7FA,1,1,0
G580,2020,GENZ02M501,1,1,0
G580,2020,GENZ02M61B,8,2,6
G580,2020,GENZ02M7EA,2,2,0
G580,2020,GENZ02M7FAE,2,1,1
G580,2020,GENZ02M91B,1,1,0
G580,2020,GENZ02M91E,2,1,1
G580,2020,GENZ02MS7FA,1,1,0
G580,2020,GENZ03M61B,5,2,3
G580,2020,GENZ03M7EA,1,1,0
G580,2020,GENZ03M7FAE,1,1,0
G580,2020,GENZ03M91B,1,1,0
G580,2020,GENZ03MS7FA,1,1,0
G580,2020,GESB01M51P,1,1,0
G580,2020,GESB01M61B,4,2,2
G580,2020,GESB01M7EA,2,2,0
G580,2020,GESB01M7FAE,2,1,1
G580,2020,GESB01M91E,1,0,1
G580,2020,GESB01MS7FA,1,1,0
G580,2020,GESB02M51P,1,1,0
G580,2020,GESB02M61B,4,2,2
G580,2020,GESB02M7EA,1,1,0
G580,2020,GESB02M7FAE,2,1,1
G580,2020,GESB02M91B,1,1,0
G580,2020,GESB02M91E,3,1,2
G580,2020,GESB02MS7FA,1,1,0
G580,2020,GESB03M61B,4,1,3
G580,2020,GESB03M7EA,1,1,0
G580,2020,GESB03M7FAE,1,1,0
G580,2020,GESB03M91B,1,1,0
G580,2020,GESB03M91E,1,0,1
G580,2020,GESB03MS7FA,1,1,0
G580,2020,GETP00M302,1,1,0
G580,2020,GETP00M51P,2,1,1
G580,2020,GETP00M61B,9,4,5
G580,2020,GETP00M7EA,1,1,0
G580,2020,GETP00M7FAE,2,1,1
G580,2020,GETP00M91B,1,1,0
G580,2020,GETP00M91E,1,1,0
G580,2020,GETP00MS7FA,1,1,0
G580,2020,GETP01M502D,1,1,0
G580,2020,MWCL00MW7D,2,1,1
G580,2020,MWTP00MW7D,1,1,0
G580,2020,PSMCL01M7EA,1,1,0
G580,2020,SIBL01V942,1,0,1
G580,2020,SIBL02V942,1,0,1
G580,2020,SIBL03V942,1,0,1
G580,2020,SINZ01V931,1,1,0
G580,2020,SINZ01V942,1,0,1
G580,2020,SINZ02V931,1,1,0
G580,2020,SINZ02V942,1,0,1
G580,2020,SINZ03V931,1,1,0
G580,2020,SINZ03V942,1,0,1
G580,2020,SINZ04V942,1,0,1
G580,2020,WSTBL01W5D24,1,1,0
G580,2020,WSTBL02W501B6,1,1,0
G580,2020,WSTBL02W5D24,1,1,0
G580,2020,WSTBL03W251B8,1,1,0
G580,2020,WSTCB00W251B8,1,1,0
G580,2020,WSTCB00W501AA,1,1,0
G580,2020,WSTCB00W5D24,1,1,0
G580,2020,WSTCM00W501AA,1,1,0
G580,2020,WSTCM00W5D24,1,1,0
G580,2020,WSTNZ01W251B8,1,1,0
G580,2020,WSTNZ01W501B6,1,1,0
G580,2020,WSTNZ01W5D24,1,1,0
G580,2020,WSTNZ02W251B8,1,1,0
G580,2020,WSTNZ02W501B6,1,1,0
G580,2020,WSTNZ02W5D24,1,1,0
G580,2020,WSTRS01W5D24,1,1,0
G580,2020,WSTRS02W5D24,1,1,0
G580,2020,WSTTP00W251B8,1,1,0
G580,2020,WSTTP00W501B6,1,1,0
G580,2020,WSTTP00W5D24,1,1,0
G580,2021,ABBBL01GT10,1,1,0
G580,2021,ABBCC00GT10,1,0,1
G580,2021,ABBCS06GT10,1,1,0
G580,2021,ABBCS07GT10,1,1,0
G580,2021,ABBCS08GT10,1,1,0
G580,2021,ABBCS09GT10,1,1,0
G580,2021,ABBCS10GT10,1,1,0
G580,2021,ABBFH00GT35,1,0,1
G580,2021,ABBFT00GT35,1,0,1
G580,2021,ABBHS01GT10,1,1,0
G580,2021,ABBNZ01GT10,1,1,0
G580,2021,ADDITIONAL,8,6,2
G580,2021,APMBH007EAAGR,1,1,0
G580,2021,APMBH00FR6AGR,3,1,2
G580,2021,APMBL017EAAG,1,1,0
G580,2021,APMBL017EAAGR,2,2,0
G580,2021,APMBL01AGT10R,1,1,0
G580,2021,APMBL01FR6AGR,3,1,2
G580,2021,APMBL01FR9AGR,1,1,0
G580,2021,APMBL027EAAGR,2,2,0
G580,2021,APMBL02FR6AGR,2,1,1
G580,2021,APMBL02FR9AGR,1,0,1
G580,2021,APMCL007EAAGR,1,1,0
G580,2021,APMNZ017EAAGR,2,2,0
G580,2021,APMNZ01AGT10R,1,1,0
G580,2021,APMNZ01FR6AG,1,1,0
G580,2021,APMNZ01FR6AGR,2,1,1
G580,2021,APMNZ01FR9AGR,2,1,1
G580,2021,APMNZ027EAAG,1,1,0
G580,2021,APMNZ027EAAGR,2,2,0
G580,2021,APMNZ02FR6AGR,2,1,1
G580,2021,APMNZ037EAAGR,2,2,0
G580,2021,APMNZ03FR6AGR,1,1,0
G580,2021,APMSB01FR6AGR,2,1,1
G580,2021,APMSB02FR6AGR,2,1,1
G580,2021,APMSB037EAAGR,1,1,0
G580,2021,APMTP007EAAGR,2,2,0
G580,2021,APMTP00FR6AGR,3,1,2
G580,2021,FREIGHT CHARGE,21,12,9
G580,2021,GEBH00M61B,3,2,1
G580,2021,GEBH00M7EA,1,1,0
G580,2021,GEBH00M91E,2,2,0
G580,2021,GEBH00MS7FA,1,1,0
G580,2021,GEBL01M502D,1,1,0
G580,2021,GEBL01M51P,1,1,0
G580,2021,GEBL01M61B,7,3,4
G580,2021,GEBL01M7EA,1,1,0
G580,2021,GEBL01M7FAE,1,1,0
G580,2021,GEBL01M91E,7,3,4
G580,2021,GEBL01MS7FA,1,1,0
G580,2021,GEBL02M61B,6,3,3
G580,2021,GEBL02M7EA,1,1,0
G580,2021,GEBL02M7FAE,1,1,0
G580,2021,GEBL02M91E,4,1,3
G580,2021,GEBL03M61B,5,3,2
G580,2021,GEBL03M7EA,2,2,0
G580,2021,GEBL03M91E,4,2,2
G580,2021,GEBL03MS7FA,1,1,0
G580,2021,GECL00M501,1,1,0
G580,2021,GECL00M51P,4,4,0
G580,2021,GECL00M61B,4,2,2
G580,2021,GECL00M7B,1,1,0
G580,2021,GECL00M7EA,1,1,0
G580,2021,GECL00M91B,1,1,0
G580,2021,GECL00M91E,3,2,1
G580,2021,GECL00MS7FA,1,1,0
G580,2021,GECL01M502D,1,1,0
G580,2021,GECL01M61B,4,3,1
G580,2021,GECL01M7FAE,1,1,0
G580,2021,GECL02M7EA,2,2,0
G580,2021,GECLDLM91E,2,1,1
G580,2021,GECR00M51P,1,1,0
G580,2021,GECR00M61B,1,0,1
G580,2021,GECR00M7EA,1,1,0
G580,2021,GECR00M91E,1,1,0
G580,2021,GECT00M502D,1,1,0
G580,2021,GECT00M51P,1,1,0
G580,2021,GECT00M61B,3,1,2
G580,2021,GECT00M7EA,1,1,0
G580,2021,GECT00M91E,2,2,0
G580,2021,GEFN00M501P,1,1,0
G580,2021,GEFN00M61B,4,0,4
G580,2021,GEFN00M91B,1,1,0
G580,2021,GEFS00M7EA,1,1,0
G580,2021,GEFS00M91E,2,1,1
G580,2021,GEFS00MS7FA,1,1,0
G580,2021,GEFS01M7EA,2,2,0
G580,2021,GEFSDLM91E,1,1,0
G580,2021,GELC00MS7FA,1,1,0
G580,2021,GELC01M7FAE,1,1,0
G580,2021,GENA01M51P,1,1,0
G580,2021,GENA01M61B,4,3,1
G580,2021,GENA01M91E,3,1,2
G580,2021,GENA02M51P,1,1,0
G580,2021,GENZ01M502D,1,1,0
G580,2021,GENZ01M7EA,1,1,0
G580,2021,GENZ01M7FAE,1,1,0
G580,2021,GENZ01MS7FA,1,1,0
G580,2021,GENZ02M501,1,1,0
G580,2021,GENZ02M61B,3,3,0
G580,2021,GENZ02M7EA,1,1,0
G580,2021,GENZ02M7FAE,1,1,0
G580,2021,GENZ02M91E,4,1,3
G580,2021,GENZ02MS7FA,1,1,0
G580,2021,GENZ03M61B,5,3,2
G580,2021,GENZ03M7EA,1,1,0
G580,2021,GENZ03M7FAE,1,1,0
G580,2021,GENZ03M91E,2,1,1
G580,2021,GENZ03MS7FA,1,1,0
G580,2021,GESB01M61B,4,3,1
G580,2021,GESB01M7EA,2,2,0
G580,2021,GESB01M7FAE,1,1,0
G580,2021,GESB01M91E,3,1,2
G580,2021,GESB01MS7FA,1,1,0
G580,2021,GESB02M61B,5,4,1
G580,2021,GESB02M7EA,2,2,0
G580,2021,GESB02M7FAE,1,1,0
G580,2021,GESB02M91E,3,1,2
G580,2021,GESB02M9FA,1,0,1
G580,2021,GESB02MS7FA,1,1,0
G580,2021,GESB03M61B,5,3,2
G580,2021,GESB03M7EA,2,2,0
G580,2021,GESB03M7FAE,1,1,0
G580,2021,GESB03M91E,2,1,1
G580,2021,GESB03MS7FA,1,1,0
G580,2021,GETP00M51P,3,3,0
G580,2021,GETP00M61B,6,3,3
G580,2021,GETP00M7B,1,1,0
G580,2021,GETP00M7EA,1,1,0
G580,2021,GETP00M7FAE,1,1,0
G580,2021,GETP00M91B,1,1,0
G580,2021,GETP00M91E,5,2,3
G580,2021,GETP00MS7FA,1,1,0
G580,2021,GETP01M502D,1,1,0
G580,2021,MHIBL04M501F3,1,0,1
G580,2021,MHINZ03M501F3,1,0,1
G580,2021,MHINZ04M501F3,1,0,1
G580,2021,MWBL04MW7D,1,1,0
G580,2021,MWNZ03MW7D,1,1,0
G580,2021,MWNZ04MW7D,1,1,0
G580,2021,PSMBH00M7EA,1,1,0
G580,2021,PSMCT00M7EA,1,1,0
G580,2021,PSMFS01M7EA,1,1,0
G580,2021,PSMTP00M7EA,1,1,0
G580,2021,SIBL01V942,1,0,1
G580,2021,SIBL02V942,1,0,1
G580,2021,SINZ01V931,1,1,0
G580,2021,SINZ01V942,1,0,1
G580,2021,SINZ02V931,1,1,0
G580,2021,SINZ02V942,1,0,1
G580,2021,WSTBL01W501AA,1,1,0
G580,2021,WSTBL01W501B6,1,1,0
G580,2021,WSTBL01W5D24,1,1,0
G580,2021,WSTBL02W501B6,1,1,0
G580,2021,WSTBL02W5D24,1,1,0
G580,2021,WSTBL03W501AA,1,1,0
G580,2021,WSTBL03W501B6,1,1,0
G580,2021,WSTBL04W501AA,1,1,0
G580,2021,WSTBL04W501B6,1,1,0
G580,2021,WSTCB00W501AA,1,1,0
G580,2021,WSTCB00W501B6,1,1,0
G580,2021,WSTCB00W5D24,1,1,0
G580,2021,WSTCM00W501AA,1,1,0
G580,2021,WSTCM00W501B6,1,1,0
G580,2021,WSTCM00W5D24,1,1,0
G580,2021,WSTNZ01W501B6,1,1,0
G580,2021,WSTNZ01W5D24,1,1,0
G580,2021,WSTNZ02W5D24,1,1,0
G580,2021,WSTTP00W501B6,1,1,0
G580,2021,WSTTP00W5D24,1,1,0
G580,2022,ABBBL01A1D5,1,0,1
G580,2022,ABBBL01GT10,2,2,0
G580,2022,ABBBL02A1D5,1,0,1
G580,2022,ABBBL02GT10,1,1,0
G580,2022,ABBBL03A1D5,1,0,1
G580,2022,ABBCC00GT10,2,2,0
G580,2022,ABBCC00GT10A,1,1,0
G580,2022,ABBCS06GT10,1,1,0
G580,2022,ABBCS07GT10,1,1,0
G580,2022,ABBCS08GT10,1,1,0
G580,2022,ABBCS09GT10,1,1,0
G580,2022,ABBCS10GT10,1,1,0
G580,2022,ABBHS01GT10,2,2,0
G580,2022,ABBHS02GT10,1,1,0
G580,2022,ABBNZ01A1D5,1,0,1
G580,2022,ABBNZ01GT10,2,2,0
G580,2022,ABBNZ02A1D5,1,0,1
G580,2022,ABBNZ02GT10,1,1,0
G580,2022,ABBNZ03A1D5,1,0,1
G580,2022,ABBNZ04A1D5,1,0,1
G580,2022,ABBNZ05A1D5,1,0,1
G580,2022,ADDITIONAL,10,5,5
G580,2022,APMBH00FR6AGR,1,0,1
G580,2022,APMBL017EAAG,1,1,0
G580,2022,APMBL017EAAGR,1,1,0
G580,2022,APMBL01FR6AG,1,1,0
G580,2022,APMBL01FR6AGR,3,2,1
G580,2022,APMBL01FR9AGR,1,1,0
G580,2022,APMBL01FR9EAG,1,1,0
G580,2022,APMBL027EAAGR,1,1,0
G580,2022,APMBL02FR6AGR,2,1,1
G580,2022,APMBL03FR6AGR,1,0,1
G580,2022,APMBL03FR9AGR,2,0,2
G580,2022,APMCL00FR6AGR,1,0,1
G580,2022,APMNZ017EAAG,1,1,0
G580,2022,APMNZ017EAAGR,2,2,0
G580,2022,APMNZ01FR6AGR,2,1,1
G580,2022,APMNZ027EAAG,1,1,0
G580,2022,APMNZ027EAAGR,2,2,0
G580,2022,APMNZ02FR6AG,1,1,0
G580,2022,APMNZ02FR6AGR,2,1,1
G580,2022,APMNZ02FR9AGR,1,0,1
G580,2022,APMNZ037EAAGR,1,1,0
G580,2022,APMNZ03FR6AGR,2,1,1
G580,2022,APMSB017EAAGR,1,1,0
G580,2022,APMSB01FR6AGR,1,0,1
G580,2022,APMSB027EAAGR,1,1,0
G580,2022,APMSB02FR6AGR,2,1,1
G580,2022,APMSB03FR6AGR,1,0,1
G580,2022,APMTP00FR6AGR,1,0,1
G580,2022,FREIGHT CHARGE,21,12,9
G580,2022,GEBH00M61B,5,3,2
G580,2022,GEBH00M7EA,1,1,0
G580,2022,GEBH00M91B,1,1,0
G580,2022,GEBH00M91E,3,2,1
G580,2022,GEBL01M501,2,2,0
G580,2022,GEBL01M61B,6,2,4
G580,2022,GEBL01M7EA,1,1,0
G580,2022,GEBL01M7FAE,1,1,0
G580,2022,GEBL01M91B,1,1,0
G580,2022,GEBL01M91E,8,4,4
G580,2022,GEBL02M501,1,1,0
G580,2022,GEBL02M61B,5,2,3
G580,2022,GEBL02M7EA,1,1,0
G580,2022,GEBL02M7FAE,1,1,0
G580,2022,GEBL02M91B,1,1,0
G580,2022,GEBL02M91E,8,3,5
G580,2022,GEBL03M61B,6,2,4
G580,2022,GEBL03M7EA,2,2,0
G580,2022,GEBL03M91B,1,1,0
G580,2022,GEBL03M91E,6,3,3
G580,2022,GECL00M302J,1,1,0
G580,2022,GECL00M501,1,1,0
G580,2022,GECL00M61B,5,2,3
G580,2022,GECL00M7EA,1,1,0
G580,2022,GECL00M91B,1,1,0
G580,2022,GECL00M91E,2,2,0
G580,2022,GECL01M61B,4,4,0
G580,2022,GECL01M7FAE,1,1,0
G580,2022,GECL02M7EA,1,1,0
G580,2022,GECLDLM91E,2,1,1
G580,2022,GECR00M302J,1,1,0
G580,2022,GECR00M61B,2,1,1
G580,2022,GECR00M7EA,1,1,0
G580,2022,GECR00M91B,1,1,0
G580,2022,GECR00M91E,3,2,1
G580,2022,GECT00M302J,1,1,0
G580,2022,GECT00M61B,4,2,2
G580,2022,GECT00M7EA,1,1,0
G580,2022,GECT00M91B,1,1,0
G580,2022,GECT00M91E,3,2,1
G580,2022,GEFN00M61B,4,1,3
G580,2022,GEFN00M91B,1,1,0
G580,2022,GEFN00M91E,1,1,0
G580,2022,GEFS00M61B,3,1,2
G580,2022,GEFS00M7EA,1,1,0
G580,2022,GEFS00M91E,1,1,0
G580,2022,GEFS01M7EA,1,1,0
G580,2022,GEFSDLM91E,2,1,1
G580,2022,GENA01M51P,1,1,0
G580,2022,GENA01M61B,7,3,4
G580,2022,GENA01M91E,4,3,1
G580,2022,GENA02M51P,1,1,0
G580,2022,GENZ01M302J,1,1,0
G580,2022,GENZ01M501,1,1,0
G580,2022,GENZ01M61B,1,1,0
G580,2022,GENZ01M7EA,1,1,0
G580,2022,GENZ01M7FAE,1,1,0
G580,2022,GENZ01M91B,1,1,0
G580,2022,GENZ02M302J,1,1,0
G580,2022,GENZ02M501,1,1,0
G580,2022,GENZ02M61B,6,2,4
G580,2022,GENZ02M7EA,1,1,0
G580,2022,GENZ02M7FAE,1,1,0
G580,2022,GENZ02M91B,1,1,0
G580,2022,GENZ02M91E,6,4,2
G580,2022,GENZ03M61B,5,2,3
G580,2022,GENZ03M7EA,1,1,0
G580,2022,GENZ03M91B,1,1,0
G580,2022,GENZ03M91E,4,3,1
G580,2022,GERC00M302J,1,1,0
G580,2022,GERC01M302J,1,1,0
G580,2022,GESB01M302J,1,1,0
